Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N407ZM,CLASSIC AIR MEDICAL,02/25/2026,5300.60,1722,26 01-01,Airframe,5300.60,0.00,1722,13115.00,INSPECTION,,INSPECT,FIRE EXT,30 DAY FIRE EXTINGUISHER INSPECTION,NFPA 10 Ch. 7.2,A 344,G-17522729,,,,,02/10/2026,5289.00,,,13081.00,30,,,,,,,,,,,,03/12/2026,,,,,,,,,,14,,0,,,,,,,,,,No,10+ Days,,03/12/2026,,,,,,,,,,Ramp Check; Pilots,
N407ZM,CLASSIC AIR MEDICAL,02/25/2026,5300.60,1722,34 GARMIN,Airframe,5300.60,0.00,1722,13115.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,,,,,,,REF. Garmin G500H and GTN 625/635/650 Pilot's Guides,02/12/2026,5289.00,,,13081.00,28,0,,0,0.00,0.00,0,5,,0,0.00,0.00,03/12/2026,,,,,,,,,,14,,0,,,,,,,,,,No,10+ Days,,03/12/2026,,,,,,,,,,,
N862YB,CLASSIC AIR MEDICAL,02/26/2026,2105.50,0,62 04-10,Airframe,2105.50,0.00,0,5525.00,INSPECTION,,AIRWORTHINESS,HSU-4540,100 HOUR MAIN ROTOR YOKE ASSEMBLY AIRWORTHINESS LIMITATIONS  INSPECTION,"BHT-407-MPI, Ch. 4 Airworthiness Limitations",,,,,,"Accomplished 100 HOUR MAIN ROTOR YOKE ASSEMBLY AIRWORTHINESS LIMITATIONS  INSPECTION REF. BHT-407-MPI, CH. 4 AIRWORTHINESS LIMITATIONS SCHEDULE TABLE 2 DMC-407-A-04-00-00-00A-288A-A",02/02/2026,2040.50,,,5377.00,,,100.00,,,,,,,,,,,,2140.50,,,,,,,,,,,,35.00,,,,,,,,No,10+ Days,,03/12/2026,,,,,,,,,,,
N407CZ,CLASSIC AIR MEDICAL,02/24/2026,2309.20,0,05 SI/TFC7,Airframe,2309.20,,0,5136.00,INSPECTION,,,TFC,"SPECIAL INSPECTIONS- TORQUE/FRICTION CHECK - (90 TO 110) HOURS AFTER INSTALLATION, ENGINE MOUNTS TORQUE CHECK",DMC-407-A-05-40-00-00A-283A-A table 1,,,,,,,01/27/2026,2254.90,,,5035.00,0,0,90.00,0,0.00,0.00,0,0,20.00,0,0.00,0.00,,,2344.90,,,,,,,,,,,,35.70,,,,,,,,No,10+ Days,,03/13/2026,,,,,,,,,,Torque Check,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,05 SI/ BI-POD TQ CK,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,,TFC,"SPECIAL INSPECTIONS- TORQUE/FRICTION CHECK - (90 TO 110) HOURS AFTER INSTALLATION, BI-POD ONLY TORQUE CHECK",DMC-407-A-71-21-00-00A-720A-A,,,,,,,01/14/2026,8415.50,,,19736.00,0,0,90.00,0,0.00,0.00,0,0,20.00,0,0.00,0.00,,,8505.50,,,,,,,,,,,,28.60,,,,,,,,No,10+ Days,,03/13/2026,,,,,,,,,,Torque Check,
N407JM,CLASSIC AIR MEDICAL,02/26/2026,5659.50,0,72 INSP 50 PWR CK,Airframe,5659.50,0.00,0,15876.00,INSPECTION,,,,50 HOUR POWER CHECK (PILOT REQUIREMENT),,,,,,,"01/29/2026 Performed Power Check PA 6000, OAT 0 C, TOT 587, TQ 63.8, N1 94.3,  Results +12, No Snow Baffles installed.",01/29/2026,5631.10,,,,,,50.00,,,,,,5.00,,,,,,5681.10,,,,,,,,,,,,21.60,,,,,,,,No,10+ Days,,03/13/2026,,,,,,,,,,Pilots,
N407PW,CLASSIC AIR MEDICAL,02/24/2026,1108.50,0,12 TBL 2,Airframe,1108.50,0.00,0,1322.00,INSPECTION,,RII,,(RII) 50 HOUR/3 MONTH LUBRICATION ITEMS,DMC-407-A-12-00-00-00A-040A-A Table 2,,,,,,"Ref. DMC-407-A-12-00-00-00A-040A-A, Table 2.",01/23/2026,1073.10,,,1276.00,,3,50.00,0,0.00,0.00,0,9,5.00,0,0.00,0.00,04/30/2026,,1123.10,,,,,,,,4,,2,,14.60,,,,,,,,No,10+ Days,,03/13/2026,,,,,,,,,,RII,
N407MZ,CLASSIC AIR MEDICAL,02/26/2026,2316.40,0,12 TBL 2,Airframe,2316.40,0.00,0,6093.00,INSPECTION,,RII,,(RII) 50 HOUR/3 MONTH LUBRICATION ITEMS,DMC-407-A-12-00-00-00A-040A-A Table 2,,,,,,"Complied with the 50 HOUR / 3 MONTHS LUBRICATION ITEMS,  IRT ref. SERVICING General DMC-407-A-12-00-00-00A-040A-A table 2. Using alternate method, no disassembly required. No tools required.",02/11/2026,2297.40,,,6049.00,0,3,50.00,0,0.00,0.00,0,9,5.00,0,0.00,0.00,05/11/2026,,2347.40,,,,,,,,15,,2,,31.00,,,,,,,,No,10+ Days,,03/14/2026,,,,,,,,,,RII,
N466GH,CLASSIC AIR MEDICAL,02/26/2026,2943.40,0,25 AA SKID TUBE 300HR/12M,Airframe,2943.40,0.00,0,7194.00,INSPECTION,,ICA,,300 HOUR/ 12 MONTH AERONAUTICAL ACCESSORIES SKID TUBE INSPECTION,AERONAUTICAL ACCESSORIES AA-01141 REV. E.,,,,,,REF. AA ICA AA-01141,07/22/2025,2670.80,,,6817.00,0,12,300.00,0,0.00,0.00,0,0,,0,0.00,0.00,07/22/2026,,2970.80,,,,,,,,26,,4,,27.40,,,,,,,,No,10+ Days,,03/14/2026,,,,,,,,,,,
N466GH,CLASSIC AIR MEDICAL,02/26/2026,2943.40,0,25 DART BEARPAW,Airframe,2943.40,0.00,0,7194.00,INSPECTION,,ICA,,300 HOUR/12 MONTH DART BEAR PAW INSPECTION,DART ICA-D206-559,,,,,,Ref. DART ICA-D206-559.,07/22/2025,2670.80,,,6817.00,,12,300.00,,,,,,,,,,07/31/2026,,2970.80,,,,,,,,5,,5,,27.40,,,,,,,,No,10+ Days,,03/14/2026,,,,,,,,,,,
N469JX,CLASSIC AIR MEDICAL,02/26/2026,3369.20,0,34 GARMIN GTN650XI 250HR/12M,Airframe,3369.20,0.00,0,8858.00,INSPECTION,,ICA,,250 HOUR/12 MONTH GARMIN GTN 650XI INSPECTION,GARMIN ICA 190-01007-D1 REV. 2,,,,,,,09/24/2025,3151.90,,,8552.00,0,12,250.00,0,0.00,0.00,0,0,,0,0.00,0.00,09/30/2026,,3401.90,,,,,,,,4,,7,,32.70,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,,
N862YB,CLASSIC AIR MEDICAL,02/26/2026,2105.50,0,12 TBL 2,Airframe,2105.50,0.00,0,5525.00,INSPECTION,,RII,,(RII) 150 HOUR TAIL ROTOR DRIVE SHAFT SPLINE ADAPTER LUBRICATION,DMC-407-A-12-00-00-00A-040A-A Table 2,,,,,,Performed 150 HOUR TAIL ROTOR DRIVE SHAFT SPLINE ADAPTER LUBRICATION,01/05/2026,1996.60,,,5274.00,,,150.00,,,,,,15.00,,,,,,2146.60,,,,,,,,,,,,41.10,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,RII,
N862YB,CLASSIC AIR MEDICAL,02/26/2026,2105.50,0,72 INSP 150HR/12M,Engine 1,1972.50,4223.00,0,0.00,INSPECTION,,INSPECT,,150 HOUR/12 MONTH ENGINE INSPECTION,RR-M250-C47E/4-O&M Ch. 72-00-00-200-801 Table 6.,,,,,,"BEFORE YOU UNDERTAKE A INSPECTION OR MAINTENANCE ACTION, CONSULT THE REFERENCED PARAGRAPHS OF THE OPERATION AND MAINTENANCE MANUAL. FAILURE TO DO SO COULD RESULT IN EQUIPMENT DAMAGE OR DESTRUCTION AND POSSIBLY RESULT IN PERSONNEL DEATH OR INJURY . Note: Compliance to the 150 hour and 300 hour items in this table must be performed at least every 12 calendar months or by hours, whichever occurs first. This inspection checklist can only be used if the operator uses an approved third generation (hts) oil",01/08/2026,1863.60,,4022.00,,,12,150.00,,,,,,,,,,01/31/2027,,2013.60,,,,,,,,5,,11,,41.10,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,,
N407LP,CLASSIC AIR MEDICAL,02/25/2026,4097.80,0,12 TBL 2,Airframe,4097.80,0.00,0,10503.00,INSPECTION,,RII,,(RII) 50 HOUR/3 MONTH LUBRICATION ITEMS,DMC-407-A-12-00-00-00A-040A-A Table 2,,,,,,"Ref. DMC-407-A-12-00-00-00A-040A-A, Table 2.",02/12/2026,4074.30,,,10449.00,,3,50.00,0,0.00,0.00,0,9,5.00,0,0.00,0.00,05/31/2026,,4124.30,,,,,,,,5,,3,,26.50,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,RII,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 00-51,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,ELT,30 DAY ARTEX ELT FUNCTIONAL CHECK,ARTEX MANUAL 570-1600 REV. AG,453-6603,11568,,,,"REF. ARTEX MANUAL 570-1600 REV. AG, SUBTASK 25-62-30-750-001 E, AND SUBTASK 25-62-30-750-012.",02/13/2026,8466.60,,,19839.00,30,0,,0,0.00,0.00,0,0,,0,0.00,0.00,03/15/2026,,,,,,,,,,17,,0,,,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,26 01-01,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,INSPECT,FIRE EXTING,30 DAY FIRE EXTINGUISHER INSPECTION,NFPA 10 Ch. 7.2,A344,H-02379596,,,,,02/13/2026,8466.60,,,19839.00,30,,,,,,,,,,,,03/15/2026,,,,,,,,,,17,,0,,,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,,
N469JX,CLASSIC AIR MEDICAL,02/26/2026,3369.20,0,12 TBL 2,Airframe,3369.20,0.00,0,8858.00,INSPECTION,,RII,,(RII) 50 HOUR/3 MONTH LUBRICATION ITEMS,DMC-407-A-12-00-00-00A-040A-A Table 2,,,,,,REF. BHT-407-MM CH. 12 SERVICING TABLE 2 DMC-407-A-12-00-00-00A-040A-A,02/11/2026,3353.70,,,,0,3,50.00,0,0.00,0.00,0,9,5.00,0,0.00,0.00,05/31/2026,,3403.70,,,,,,,,5,,3,,34.50,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,RII,
N469JX,CLASSIC AIR MEDICAL,02/26/2026,3369.20,0,25 AIR COMM AIR COND 50HR,Airframe,3369.20,0.00,0,8858.00,INSPECTION,,ICA,,50 HOUR AIR COMM AIR CONDITIONER INSPECTION,407EC-200M-2,,,,,,"REF: 407EC-200M-2 *** USE CHAPTER 3  ITEM 1-""INSPECTION REQUIREMENTS"" AND CHAPTER 3 ITEM 3- ""INSPECTION PROCEDURES"" TO COMPLETE INSPECTIONS***",02/11/2026,3353.70,,,8837.00,0,0,50.00,0,0.00,0.00,0,0,,0,0.00,0.00,,,3403.70,,,,,,,,,,,,34.50,,,,,,,,No,10+ Days,,03/15/2026,,,,,,,,,,,
N407CZ,CLASSIC AIR MEDICAL,02/24/2026,2309.20,0,00,Airframe,2309.20,,0,5136.00,INSPECTION,,,,FAA QUARTERLY AIRWORTHINESS DIRECTIVE AUDIT REF. CLASSIC REQUIREMENT,SEE NOTES,,,,,,SEE TASK CARD FOR INSTRUCTIONS ON HOW TO COMPLETE THIS TASK.,12/16/2025,2193.80,,,4904.00,0,3,,0,0.00,0.00,0,10,,0,0.00,0.00,03/16/2026,,,,,,,,,,18,,0,,,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,,
N39KM,CLASSIC AIR MEDICAL,02/24/2026,3265.00,0,25 00-51,Airframe,3265.00,0.00,0,7440.00,INSPECTION,,ICA,,30 DAY ARTEX ELT FUNCTIONAL CHECK,ARTEX MANUAL 570-5060 REV. AA,,,,,,"REF. ARTEX MANUAL 570-5060 REV. AA, PAGE 25 (E), AND PAGE 38 (Q).",02/14/2026,3258.90,,,7420.00,30,0,,0,0.00,0.00,0,0,,0,0.00,0.00,03/16/2026,,,,,,,,,,18,,0,,,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 AA HIGH VIS DOOR,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,,12 MONTH HIGH VISIBILITY CREW DOORS INSPECTION,Aeronautical Accessories AA-01072,,,,,,Ref. Aeronautical Accessories AA-01072,03/16/2025,7911.40,,,18742.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,03/16/2026,,,,,,,,,,18,,0,,,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,,
N39KM,CLASSIC AIR MEDICAL,02/24/2026,3265.00,0,26 01-01,Airframe,3265.00,0.00,0,7440.00,INSPECTION,,INSPECT,FIRE EXT,30 DAY FIRE EXTINGUISHER INSPECTION,NFPA 10 Ch. 7.2,A344,H-29720178,,,,,02/14/2026,3258.90,,,7420.00,30,,,,,,,,,,,,03/16/2026,,,,,,,,,,18,,0,,,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,,
N407FC,CLASSIC AIR MEDICAL,02/06/2026,14611.70,0,72 INSP 50 PWR CK,Airframe,14611.70,0.00,0,32298.00,INSPECTION,,,,50 HOUR POWER CHECK (PILOT REQUIREMENT),,,,,,,,01/20/2026,14588.90,,,32251.00,,,50.00,,,,,,5.00,,,,,,14638.90,,,,,,,,,,,,27.20,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,Pilots,
N407RU,CLASSIC AIR MEDICAL,02/23/2026,1759.40,0,12 TBL 2,Airframe,1759.40,0.00,0,3171.00,INSPECTION,,RII,,(RII) 50 HOUR/3 MONTH LUBRICATION ITEMS,DMC-407-A-12-00-00-00A-040A-A Table 2,,,,,,,02/06/2026,1736.80,,,3130.00,0,3,50.00,0,0.00,0.00,0,9,5.00,0,0.00,0.00,05/31/2026,,1786.80,,,,,,,,5,,3,,27.40,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,RII,
N407NW,CLASSIC AIR MEDICAL,02/26/2026,1640.50,0,25 REBTECH  200HR/12M,Airframe,1640.50,,0,3002.00,INSPECTION,,ICA,,200 HOUR/12 MONTH REBTECH NIGHT VISION INSPECTION,Rebtech ICA Document 98020407-ICA REV. H,,,,,,COMPLIED WITH 12 MONTH/ 100 HOUR REBTECH NIGHT VISION IAW REF. 98020407-ICA.,01/05/2026,1495.30,,,2752.00,0,12,200.00,0,0.00,0.00,0,0,,0,0.00,0.00,01/05/2027,,1695.30,,,,,,,,10,,10,,54.80,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,,
N407RU,CLASSIC AIR MEDICAL,02/23/2026,1759.40,0,72 INSP 50 PWR CK,Airframe,1759.40,0.00,0,3171.00,INSPECTION,,,,50 HOUR POWER CHECK (PILOT REQUIREMENT),,,,,,,,02/05/2026,1736.80,,,3130.00,,,50.00,,,,,,5.00,,,,,,1786.80,,,,,,,,,,,,27.40,,,,,,,,No,10+ Days,,03/16/2026,,,,,,,,,,,
N407MZ,CLASSIC AIR MEDICAL,02/26/2026,2316.40,0,72 INSP 50 PWR CK,Airframe,2316.40,0.00,0,6093.00,INSPECTION,,,,50 HOUR POWER CHECK (PILOT REQUIREMENT),,,,,,,"50 HOUR POWER C/W,  PA 8000, OAT 17 degrees Celsius,  TOT 659  TQ 63.7  NG 97.6  RESULTING IN A +12, NO BAFFLES, Pilot Stephen.",02/16/2026,2303.40,,,,,,50.00,,,,,,5.00,,,,,,2353.40,,,,,,,,,,,,37.00,,,,,,,,No,10+ Days,,03/17/2026,,,,,,,,,,,
N407SL,CLASSIC AIR MEDICAL,02/22/2026,1943.50,0,00,Airframe,1943.50,,0,4754.00,INSPECTION,,,,FAA QUARTERLY AIRWORTHINESS DIRECTIVE AUDIT REF. CLASSIC REQUIREMENT,SEE NOTES,,,,,,SEE TASK CARD FOR INSTRUCTIONS ON HOW TO COMPLETE THIS TASK.,12/17/2025,1885.60,,,4624.00,0,3,,0,0.00,0.00,0,10,,0,0.00,0.00,03/17/2026,,,,,,,,,,19,,0,,,,,,,,,,No,10+ Days,,03/17/2026,,,,,,,,,,,
N407LP,CLASSIC AIR MEDICAL,02/25/2026,4097.80,0,00,Airframe,4097.80,0.00,0,10503.00,INSPECTION,,,,FAA QUARTERLY AIRWORTHINESS DIRECTIVE AUDIT REF. CLASSIC REQUIREMENT,SEE NOTES,,,,,,SEE TASK CARD FOR INSTRUCTIONS ON HOW TO COMPLETE THIS TASK.,12/17/2025,3999.10,,,10229.00,0,3,,0,0.00,0.00,0,10,,0,0.00,0.00,03/17/2026,,,,,,,,,,19,,0,,,,,,,,,,No,10+ Days,,03/17/2026,,,,,,,,,,,
N407FM,CLASSIC AIR MEDICAL,02/24/2026,2449.10,0,00,Airframe,2449.10,0.00,0,6234.00,INSPECTION,,,,FAA QUARTERLY AIRWORTHINESS DIRECTIVE AUDIT REF. CLASSIC REQUIREMENT,SEE NOTES,,,,,,SEE TASK CARD FOR INSTRUCTIONS ON HOW TO COMPLETE THIS TASK.,12/17/2025,2412.90,,,6153.00,0,3,,0,0.00,0.00,0,10,,0,0.00,0.00,03/17/2026,,,,,,,,,,19,,0,,,,,,,,,,No,10+ Days,,03/17/2026,,,,,,,,,,,
N407TK,CLASSIC AIR MEDICAL,02/23/2026,5168.20,0,34 GARMIN,Airframe,5168.20,0.00,0,14761.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,,,,,,,Complied with 28 DAY GPS NAVIGATION DATABASE UPDATE. Ref pilots manual and garmin website. No defects noted. No Tools Required!,02/17/2026,5161.50,,,14749.00,28,0,,0,0.00,0.00,0,6,,0,0.00,0.00,03/17/2026,,,,,,,,,,19,,0,,,,,,,,,,No,10+ Days,,03/17/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,34 GARMIN,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,,,,,,,REF. Garmin GTN650 and G500H Pilot User  Guide,02/17/2026,8467.70,,,19842.00,28,0,,0,0.00,0.00,0,5,,0,0.00,0.00,03/17/2026,,,,,,,,,,19,,0,,,,,,,,,,No,10+ Days,,03/17/2026,,,,,,,,,,,
N407LP,CLASSIC AIR MEDICAL,02/25/2026,4097.80,0,25 AFS IVF 300HR/12M,Airframe,4097.80,0.00,0,10503.00,INSPECTION,,ICA,,300 HOUR/12 MONTH DONALDSON IVF FILTER CLEANING AND INSPECTION,AFS-BH407-IBF-KIT-ICA,,,,,,AFS-BH407-IBF-KIT-ICA.,07/23/2025,3829.10,,,9887.00,,12,300.00,,,,,,,,,,07/31/2026,,4129.10,,,,,,,,5,,5,,31.30,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N466GH,CLASSIC AIR MEDICAL,02/26/2026,2943.40,0,25 AFS IBF 300HR/12M,Airframe,2943.40,0.00,0,7194.00,INSPECTION,,ICA,,(RII) 300 HOUR/12 MONTH DONALDSON IBF FILTER CLEANING AND INSPECTION,AFS-BH407-IBF-KIT-ICA,,,,,0.60,"Ref. Donaldson Filtration Solutions ICA AFS-BH407-IBF-KIT-ICA, Table 1 and paragraph 7.3.",07/30/2025,2677.70,,,6824.00,,12,300.00,,,,,,,,,,07/31/2026,,2977.70,,,,,,,,5,,5,,34.30,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,RII,
N466GH,CLASSIC AIR MEDICAL,02/26/2026,2943.40,0,25 AFS IVF 300HR/12M,Airframe,2943.40,0.00,0,7194.00,INSPECTION,,ICA,,300 HOUR/12 MONTH DONALDSON IVF FILTER CLEANING AND INSPECTION,AFS-BH407-IBF-KIT-ICA,,,,,0.20,,07/30/2025,2677.70,,,6824.00,0,12,300.00,0,0.00,0.00,0,0,,0,0.00,0.00,07/31/2026,,2977.70,,,,,,,,5,,5,,34.30,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N466GH,CLASSIC AIR MEDICAL,02/26/2026,2943.40,0,25 DART MAINT STEP,Airframe,2943.40,0.00,0,7194.00,INSPECTION,,ICA,,300 HOUR DART LH CREW STEP INSPECTION,MMS-D206-628,,,,,,REF. MMS-D206-628,07/30/2025,2677.70,,,6824.00,0,0,300.00,0,0.00,0.00,0,0,5.00,0,0.00,0.00,,,2977.70,,,,,,,,,,,,34.30,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407CN,CLASSIC AIR MEDICAL,02/02/2026,4850.80,0,25 AA TB RADAR ALT MNT KIT,Airframe,4850.80,0.00,0,11489.00,INSPECTION,,ICA,,100 HOUR TAILBOOM RADAR ALTIMETER MOUNT KIT INSPECTION,Aeronautical Accessories ICA AA-TBA-16-008,,,,,,REF. AA-TBA-16-008,10/11/2025,4770.70,,,,,,100.00,,,,,,,,,,,,4870.70,,,,,,,,,,,,19.90,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407CN,CLASSIC AIR MEDICAL,02/02/2026,4850.80,0,25 LIFEPORT CARRIAGE 100HR,Airframe,4850.80,0.00,0,11489.00,INSPECTION,,ICA,,100 HOUR LIFEPORT AIR MED CARRIAGE SYSTEM INSPECTION,LIFEPORT DOC. ERG-511-12,,,,,,,10/11/2025,4770.70,,,11331.00,,,100.00,,,,,,,,,,,,4870.70,,,,,,,,,,,,19.90,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407CN,CLASSIC AIR MEDICAL,02/02/2026,4850.80,0,25 LIFEPORT MEDPAK 100HR/12M,Airframe,4850.80,0.00,0,11489.00,INSPECTION,,ICA,,100 HOUR/12 MONTH LIFEPORT MEDPAK SYSTEM INSPECTION,LIFEPORT DOC. EGR-508-13,,,,,,,10/11/2025,4770.70,,,11331.00,,12,100.00,,,,,,,,,,10/31/2026,,4870.70,,,,,,,,5,,8,,19.90,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407CN,CLASSIC AIR MEDICAL,02/02/2026,4850.80,0,25 OPS21.13.1,Airframe,4850.80,0.00,0,11489.00,INSPECTION,,ICA,,100 HOUR EMS EQUIPMENT INSPECTION,REF. CLASSIC OPS MANUAL SECTION 21.13.1,,,,,,INSPECTION LOCATION HAS BEEN UPDATED. SEE ATTACHMENTS.,10/11/2025,4770.70,,,11331.00,0,0,100.00,0,0.00,0.00,0,0,,0,0.00,0.00,,,4870.70,,,,,,,,,,,,19.90,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N39KM,CLASSIC AIR MEDICAL,02/24/2026,3265.00,0,12 TBL 2,Airframe,3265.00,0.00,0,7440.00,INSPECTION,,RII,,(RII) 50 HOUR/3 MONTH LUBRICATION ITEMS,DMC-407-A-12-00-00-00A-040A-A Table 2,,,,,,,02/03/2026,3239.90,,,7373.00,0,3,50.00,0,0.00,0.00,0,9,5.00,0,0.00,0.00,05/03/2026,,3289.90,,,,,,,,7,,2,,24.90,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,RII,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 00-51,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,ELT,30 DAY ARTEX ELT FUNCTIONAL CHECK,ARTEX MANUAL 570-1600 REV. AG,453-6603,242-08637,,,,"REF. ARTEX MANUAL 570-1600 REV. AG, SUBTASK 25-62-30-750-001 E, AND SUBTASK 25-62-30-750-012.",02/16/2026,22874.30,,,80497.00,30,0,,0,0.00,0.00,0,0,,0,0.00,0.00,03/18/2026,,,,,,,,,,20,,0,,,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407FC,CLASSIC AIR MEDICAL,02/06/2026,14611.70,0,25 HELISAS AUTOPILOT,Airframe,14611.70,0.00,0,32298.00,INSPECTION,,ICA,,12 MONTH HELISAS AUTO PILOT INSPECTION,S-TEC CORPORATION AA-09109,,,,,0.50,,03/18/2025,14143.00,,,31302.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,03/18/2026,,,,,,,,,,20,,0,,,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407FC,CLASSIC AIR MEDICAL,02/06/2026,14611.70,0,25 REBTECH 12M,Airframe,14611.70,0.00,0,32298.00,INSPECTION,,ICA,,12 MONTH REBTECH NIGHT VISION INSPECTION,Rebtech ICA Document 98020407-ICA REV. H,,,,,1.00,Rebtech ICA Document 98020407-ICA REV. H,03/18/2025,14143.00,,,31302.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,03/18/2026,,,,,,,,,,20,,0,,,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,26 01-01,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,INSPECT,,30 DAY FIRE EXTINGUISHER INSPECTION,NFPA 10 Ch. 7.2,,,,,,ACCOMPLISHED 30 DAY FIRE EXTINGUISHER INSPECTION IAW NFPA 10 Ch. 7.2. NO DEFECTS NOTED,02/16/2026,22874.30,,,80497.00,30,,,,,,,,,,,,03/18/2026,,,,,,,,,,20,,0,,,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,Pilots,
N407RU,CLASSIC AIR MEDICAL,02/23/2026,1759.40,0,34 GARMIN,Airframe,1759.40,0.00,0,3171.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,Ref. Garmin G1000H NXi pilot users guide.,,,,,,,02/18/2026,1757.50,,,3165.00,28,0,,0,0.00,0.00,0,5,,0,0.00,0.00,03/18/2026,,,,,,,,,,20,,0,,,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407PW,CLASSIC AIR MEDICAL,02/24/2026,1108.50,0,34 GARMIN,Airframe,1108.50,0.00,0,1322.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,Ref. Garmin G1000H NXi pilot users guide.,,,,,,,02/18/2026,1101.90,,,1316.00,28,0,,0,0.00,0.00,0,5,,0,0.00,0.00,03/18/2026,,,,,,,,,,20,,0,,,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
N407LF,CLASSIC AIR MEDICAL,02/25/2026,5148.10,17156,34 GARMIN,Airframe,5148.10,0.00,17156,12696.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,,,,,,0.80,REF. Garmin G1000H Pilot User  Guide,02/18/2026,5135.90,,,12681.00,28,0,,0,0.00,0.00,0,5,,0,0.00,0.00,03/18/2026,,,,,,,,,,20,,0,,,,,,,,,,No,10+ Days,,03/18/2026,,,,,,,,,,,
